X18S_seq_number	Kingdom	Phylum	Class	Order	Family	Genus	Species
merged_18S_3875	Eukaryota	Ciliophora	Spirotrichea	Urostylida	Holostichidae	Anteholosticha	
merged_18S_3894	Eukaryota	Ciliophora	Nassophorea	Microthoracida	Microthoracidae	Leptopharynx	
merged_18S_3911	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Pezizaceae	
merged_18S_3915	Eukaryota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	
merged_18S_3928	Eukaryota	Chlorophyta	Trebouxiophyceae	Microthamniales	Microthamniales	Microthamniales	
merged_18S_3998	Eukaryota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	
merged_18S_4037	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	
merged_18S_4042	Eukaryota	Rhodophyta	Stylonematophyceae	Stylonematales	Stylonemataceae	Stylonema	
merged_18S_4043	Eukaryota	Nematoda	Chromadorea	Rhabditida	Aphelenchoididae	Robustodorus	
merged_18S_4053	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_4064	Eukaryota	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Physciaceae	
merged_18S_4075	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_4107	Eukaryota	Nematoda	Enoplea	Dorylaimida	Actinolaimidae	Paractinolaimus	
merged_18S_4109	Eukaryota	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales	Chlorellales	
merged_18S_4145	Eukaryota	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes	Cystobasidiomycetes	Cystobasidiomycetes	
merged_18S_4151	Eukaryota	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Dictyochloropsis	
merged_18S_4248	Eukaryota	Nematoda	Chromadorea	Rhabditida	Hoplolaimidae	Helicotylenchus	
merged_18S_4262	Eukaryota	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiales	Erythrobasidiales	
merged_18S_4268	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_4294	Eukaryota	Arthropoda	Malacostraca	Isopoda	Porcellionidae	Porcellionides	
merged_18S_4300	Eukaryota	Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Chlorogonium	
merged_18S_4301	Eukaryota	Cercozoa	Cercozoa	Cercozoa	Cercozoa	Cercozoa	
merged_18S_4338	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_4399	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	
merged_18S_4400	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Mayamaea	
merged_18S_4418	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_4458	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	
merged_18S_4462	Eukaryota	Nematoda	Chromadorea	Rhabditida	Tylenchidae	Tylenchidae	
merged_18S_4467	Eukaryota	Chlorophyta	Ulvophyceae	Ulvales	Ulvales	Ulvales	
merged_18S_4487	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_4533	Eukaryota	Arthropoda	Collembola	Entomobryomorpha	Isotomidae	Isotomidae	
merged_18S_4534	Eukaryota	Mucoromycota	Glomeromycetes	Archaeosporales	Ambisporaceae	Ambispora	
merged_18S_4545	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_4547	Eukaryota	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Dictyosphaerium	
merged_18S_4553	Eukaryota	Ciliophora	Oligohymenophorea	Philasterida	Philasterida	Philasterida	
merged_18S_4613	Eukaryota	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	
merged_18S_4614	Eukaryota	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Oscheius	
merged_18S_4616	Eukaryota	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Sistotrema	
merged_18S_4619	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholomataceae	
merged_18S_4623	Eukaryota	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales	Chlamydomonadales	
merged_18S_4635	Eukaryota	Apicomplexa	Conoidasida	Eucoccidiorida	Eimeriidae	Goussia	
merged_18S_4636	Eukaryota	Tardigrada	Eutardigrada	Parachela	Hypsibiidae	Hypsibiidae	
merged_18S_4638	Eukaryota	Ciliophora	Colpodea	Bryometopida	Kreyellidae	Microdiaphanosoma	
merged_18S_4640	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_4677	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeriaceae	
merged_18S_4684	Eukaryota	Porifera	Hexactinellida	Lyssacinosida	Euplectellidae	Euplectellidae	
merged_18S_4686	Eukaryota	Apicomplexa	Conoidasida	Conoidasida	Conoidasida	Conoidasida	
merged_18S_4688	Eukaryota	Cercozoa	Thecofilosea	Thecofilosea	Thecofilosea	Thecofilosea	
merged_18S_4697	Eukaryota	Ciliophora	Oligohymenophorea	Pleuronematida	Cyclidiidae	Cyclidium	
merged_18S_4720	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Strophariaceae	
merged_18S_4771	Eukaryota	Streptophyta	Streptophyta	Streptophyta	Streptophyta	Streptophyta	
merged_18S_4786	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_4834	Eukaryota	Mucoromycota	Glomeromycetes	Glomeromycetes	Glomeromycetes	Glomeromycetes	
merged_18S_4893	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_4917	Eukaryota	Arthropoda	Arachnida	Trombidiformes	Eriophyidae	Eriophyidae	
merged_18S_4923	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_4928	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_4933	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_4992	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Coniophoraceae	Coniophora	
merged_18S_5012	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Articulospora	
merged_18S_5013	Eukaryota	Chytridiomycota	Chytridiomycetes	Lobulomycetales	Lobulomycetaceae	Maunachytrium	
merged_18S_5079	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_5085	Eukaryota	Ciliophora	Litostomatea	Haptorida	Spathidiidae	Spathidiidae	
merged_18S_5089	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_5124	Eukaryota	Ascomycota	Arthoniomycetes	Lichenostigmatales	Phaeococcomycetaceae	Phaeococcomycetaceae	
merged_18S_5175	Eukaryota	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Piptocephalis	
merged_18S_5193	Eukaryota	Ciliophora	Nassophorea	Nassulida	Nassulidae	Nassula	
merged_18S_5227	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_5258	Eukaryota	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Tubeufiaceae	
merged_18S_5273	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Naviculaceae	
merged_18S_5276	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_5278	Eukaryota	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Acutodesmus	
merged_18S_5280	Eukaryota	Cryptophyta	Cryptophyta	Cryptophyta	Cryptophyta	Cryptophyta	
merged_18S_5373	Eukaryota	Streptophyta	Streptophyta	Streptophyta	Streptophyta	Streptophyta	
merged_18S_5379	Eukaryota	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakiaceae	
merged_18S_5386	Eukaryota	Cercozoa	Cercozoa	Cercozoa	Cercozoa	Cercozoa	
merged_18S_5412	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_5413	Eukaryota	Mollusca	Polyplacophora	Chitonida	Ischnochitonidae	Stenoplax	
merged_18S_5420	Eukaryota	Colponemidia	Colponemidia	Colponemidia	Colponemidia	Colponemidia	
merged_18S_5475	Eukaryota	Chlorophyta	Chlorophyceae	Sphaeropleales	Neochloridaceae	Botryosphaerella	
merged_18S_5487	Eukaryota	Zoopagomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Kickxellaceae	
merged_18S_5491	Eukaryota	Rhodophyta	Bangiophyceae	Cyanidiales	Cyanidiaceae	Cyanidioschyzon	
merged_18S_5526	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae	Sarcoscyphaceae	
merged_18S_5550	Eukaryota	Cryptophyta	Cryptophyta	Cryptophyta	Cryptophyta	Cryptophyta	
merged_18S_5581	Eukaryota	Ciliophora	Oligohymenophorea	Philasterida	Philasteridae	Philasteridae	
merged_18S_5591	Eukaryota	Mucoromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Innospora	
merged_18S_5594	Eukaryota	Ciliophora	Oligohymenophorea	Philasterida	Loxocephalidae	Dexiotricha	
merged_18S_5603	Eukaryota	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonales	Trichosporonales	
merged_18S_5609	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_5668	Eukaryota	Arthropoda	Arachnida	Trombidiformes	Myobiidae	Radfordia	
merged_18S_5670	Eukaryota	Ciliophora	Litostomatea	Litostomatea	Litostomatea	Litostomatea	
merged_18S_5705	Eukaryota	Ciliophora	Oligohymenophorea	Pleuronematida	Cyclidiidae	Cristigera	
merged_18S_5716	Eukaryota	Cryptophyta	Cryptophyta	Cryptophyta	Cryptophyta	Cryptophyta	
merged_18S_5742	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Keratinophyton	
merged_18S_5790	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_5813	Eukaryota	Cercozoa	Cercozoa	Cercozoa	Cercozoa	Cercozoa	
merged_18S_5820	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_5827	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae	Endoconidioma	
merged_18S_5841	Eukaryota	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Trichosporonaceae	
merged_18S_5857	Eukaryota	Arthropoda	Insecta	Diptera	Chironomidae	Chironomus	
merged_18S_5939	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_5942	Eukaryota	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	Tulasnella	
merged_18S_5961	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon	
merged_18S_5983	Eukaryota	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Hyphodontia	
merged_18S_6000	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_6055	Eukaryota	Rhodophyta	Stylonematophyceae	Stylonematales	Stylonemataceae	Rhodosorus	
merged_18S_6064	Eukaryota	Cercozoa	Cercozoa	Cercozoa	Cercozoa	Cercozoa	
merged_18S_6071	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Wickerhamiella	
merged_18S_6122	Eukaryota	Mucoromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Redeckera	
merged_18S_6135	Eukaryota	Ascomycota	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	
merged_18S_6189	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_6193	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_6232	Eukaryota	Streptophyta	Liliopsida	Arecales	Arecaceae	Arecaceae	
merged_18S_6271	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_6283	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomiaceae	
merged_18S_6303	Eukaryota	Chlorophyta	Chlorophyceae	Protosiphonales	Protosiphonaceae	Chlorochytrium	
merged_18S_6388	Eukaryota	Arthropoda	Collembola	Symphypleona	Sminthuridae	Sphaeridia	
merged_18S_6407	Eukaryota	Cercozoa	Cercozoa	Cercozoa	Cercozoa	Cercozoa	
merged_18S_6434	Eukaryota	Cercozoa	Cercozoa	Cercozoa	Cercozoa	Cercozoa	
merged_18S_6444	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_6448	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Cucurbitariaceae	
merged_18S_6449	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Piskurozyma	
merged_18S_6457	Eukaryota	Rhodophyta	Stylonematophyceae	Stylonematales	Stylonemataceae	Rhodospora	
merged_18S_6490	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Helminthosporium	
merged_18S_6504	Eukaryota	Streptophyta	Bryopsida	Funariales	Funariaceae	Physcomitrella	
merged_18S_6510	Eukaryota	Ciliophora	Oligohymenophorea	Philasterida	Cinetochilidae	Cinetochilum	
merged_18S_6517	Eukaryota	Streptophyta	Liliopsida	Liliopsida	Liliopsida	Liliopsida	
merged_18S_6561	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Blastobotrys	
merged_18S_6586	Eukaryota	Streptophyta	Streptophyta	Streptophyta	Streptophyta	Streptophyta	
merged_18S_6601	Eukaryota	Cercozoa	Thecofilosea	Cryomonadida	Cryomonadida	Cryomonadida	
merged_18S_6635	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_6683	Eukaryota	Arthropoda	Malacostraca	Malacostraca	Malacostraca	Malacostraca	
merged_18S_6687	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_6746	Eukaryota	Chlorophyta	Chlorophyceae	Sphaeropleales	Radiococcaceae	Radiococcus	
merged_18S_6748	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Bullera	
merged_18S_6749	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_6763	Eukaryota	Basidiomycota	Exobasidiomycetes	Microstromatales	Microstromatales	Microstromatales	
merged_18S_6796	Eukaryota	Cryptophyta	Cryptophyta	Cryptophyta	Cryptophyta	Cryptophyta	
merged_18S_6829	Eukaryota	Zoopagomycota	Zoopagomycota	Zoopagomycota	Zoopagomycota	Zoopagomycota	
merged_18S_6886	Eukaryota	Apicomplexa	Apicomplexa	Apicomplexa	Apicomplexa	Apicomplexa	
merged_18S_6891	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_6939	Eukaryota	Ciliophora	Oligohymenophorea	Philasterida	Philasteridae	Miamiensis	
merged_18S_6947	Eukaryota	Porifera	Demospongiae	Clionaida	Placospongiidae	Placospongia	
merged_18S_6952	Eukaryota	Cercozoa	Thecofilosea	Cryomonadida	Rhogostomidae	Capsellina	
merged_18S_6982	Eukaryota	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	Catenariaceae	Catenophlyctis	
merged_18S_6997	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_7048	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Scleractinia	Scleractinia	
merged_18S_7056	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales	Saccharomycetales	
merged_18S_7074	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_7075	Eukaryota	Porifera	Demospongiae	Haplosclerida	Haplosclerida	Haplosclerida	
merged_18S_7090	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	
merged_18S_7112	Eukaryota	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Gaertneriomyces	
merged_18S_7184	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Starmera	
merged_18S_7226	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_7237	Eukaryota	Ciliophora	Litostomatea	Haptorida	Spathidiidae	Arcuospathidium	
merged_18S_7240	Eukaryota	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	
merged_18S_7305	Eukaryota	Chlorophyta	Chlorophyceae	Chlamydomonadales	Volvocaceae	Lobomonas	
merged_18S_7324	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_7363	Eukaryota	Nematoda	Chromadorea	Rhabditida	Cephalobidae	Seleborca	
merged_18S_7377	Eukaryota	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes	Cystobasidiomycetes	Cystobasidiomycetes	
merged_18S_7378	Eukaryota	Cercozoa	Cercozoa	Cercozoa	Cercozoa	Cercozoa	
merged_18S_7386	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_7388	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	Urnula	
merged_18S_7396	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_7403	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
merged_18S_7404	Eukaryota	Basidiomycota	Atractiellomycetes	Atractiellales	Hoehnelomycetaceae	Proceropycnis	
merged_18S_7480	Eukaryota	Streptophyta	Streptophyta	Streptophyta	Streptophyta	Streptophyta	
merged_18S_7482	Eukaryota	Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	Paramecium	
merged_18S_7496	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Lichtheimia	
merged_18S_7528	Eukaryota	Arthropoda	Arachnida	Trombidiformes	Tydeidae	Tydeidae	
merged_18S_7542	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Hyalorbilia	
merged_18S_7549	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_7561	Eukaryota	Cryptophyta	Cryptophyta	Cryptophyta	Cryptophyta	Cryptophyta	
merged_18S_7571	Eukaryota	Annelida	Polychaeta	Phyllodocida	Aphroditidae	Aphrodita	
merged_18S_7602	Eukaryota	Cercozoa	Cercozoa	Cercozoa	Cercozoa	Cercozoa	
merged_18S_7643	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_7646	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_7647	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_7686	Eukaryota	Nematoda	Enoplea	Dorylaimida	Aporcelaimidae	Aporcelaimellus	
merged_18S_7728	Eukaryota	Annelida	Clitellata	Haplotaxida	Aeolosomatidae	Aeolosoma	
merged_18S_7739	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_7742	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Geotrichum	
merged_18S_7743	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Helotiales	Helotiales	
merged_18S_7749	Eukaryota	Cercozoa	Cercozoa	Cercozoa	Cercozoa	Cercozoa	
merged_18S_7859	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Zygosaccharomyces	
merged_18S_7902	Eukaryota	Arthropoda	Arachnida	Trombidiformes	Rhagidiidae	Rhagidiidae	
merged_18S_7903	Eukaryota	Annelida	Clitellata	Enchytraeida	Enchytraeidae	Buchholzia	
merged_18S_7914	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_7930	Eukaryota	Apicomplexa	Conoidasida	Eucoccidiorida	Sarcocystidae	Sarcocystis	
merged_18S_7945	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_7964	Eukaryota	Streptophyta	Streptophyta	Streptophyta	Streptophyta	Streptophyta	
merged_18S_8054	Eukaryota	Apicomplexa	Conoidasida	Neogregarinorida	Neogregarinorida	Neogregarinorida	
merged_18S_8060	Eukaryota	Nematoda	Chromadorea	Rhabditida	Panagrolaimidae	Panagrolaimus	
merged_18S_8069	Eukaryota	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytridiaceae	Chytridium	
merged_18S_8079	Eukaryota	Nematoda	Chromadorea	Rhabditida	Hoplolaimidae	Rotylenchulus	
merged_18S_8083	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_8164	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_8191	Eukaryota	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	
merged_18S_8193	Eukaryota	Nematoda	Chromadorea	Rhabditida	Allantonematidae	Contortylenchus	
merged_18S_8201	Eukaryota	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Mesorhabditis	
merged_18S_8240	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_8275	Eukaryota	Ciliophora	Oligohymenophorea	Hymenostomatida	Tetrahymenidae	Tetrahymena	
merged_18S_8282	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_8304	Eukaryota	Porifera	Demospongiae	Bubarida	Bubaridae	Phakellia	
merged_18S_8312	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Phycomycetaceae	Phycomyces	
merged_18S_8404	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_8408	Eukaryota	Streptophyta	Streptophyta	Streptophyta	Streptophyta	Streptophyta	
merged_18S_8419	Eukaryota	Cercozoa	Cercozoa	Cercozoa	Cercozoa	Cercozoa	
merged_18S_8421	Eukaryota	Cryptophyta	Cryptophyta	Cryptophyta	Cryptophyta	Cryptophyta	
merged_18S_8424	Eukaryota	Apicomplexa	Conoidasida	Neogregarinorida	Neogregarinorida	Neogregarinorida	
reverse_18S_36	Eukaryota	Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	Wildemania	
reverse_18S_93	Eukaryota	Rhodophyta	Rhodophyta	Rhodophyta	Rhodophyta	Rhodophyta	
reverse_18S_217	Eukaryota	Chordata	Chordata	Chordata	Chordata	Chordata	
reverse_18S_271	Eukaryota	Chordata	Mammalia	Rodentia	Muridae	Mus	
reverse_18S_740	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectiformes	Pleuronectiformes	
reverse_18S_874	Eukaryota	Arthropoda	Arthropoda	Arthropoda	Arthropoda	Arthropoda	
reverse_18S_3024	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	Kareius	
reverse_18S_3915	Eukaryota	Chordata	Chordata	Chordata	Chordata	Chordata	
reverse_18S_5354	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales	Chaetothyriales	
reverse_18S_5360	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Zalariaceae	Zalaria	
unmerged_18S_8194	Eukaryota	Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	Bangiaceae	
unmerged_18S_13206	Eukaryota	Mucoromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversisporaceae	
unmerged_18S_13331	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Sellaphora	
unmerged_18S_13389	Eukaryota	Bacillariophyta	Fragilariophyceae	Fragilariales	Fragilariaceae	Fragilariaceae	
unmerged_18S_13416	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
unmerged_18S_13549	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
unmerged_18S_13621	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Tryblionella	
unmerged_18S_13627	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Hantzschia	
unmerged_18S_13657	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Craticula	
unmerged_18S_13688	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	
unmerged_18S_13757	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	
unmerged_18S_13790	Eukaryota	Bacillariophyta	Fragilariophyceae	Licmophorales	Ulnariaceae	Tabularia	
unmerged_18S_13950	Eukaryota	Arthropoda	Collembola	Symphypleona	Dicyrtomidae	Dicyrtomidae	
unmerged_18S_14091	Eukaryota	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	
unmerged_18S_14109	Eukaryota	Ciliophora	Oligohymenophorea	Sessilida	Sessilida	Sessilida	
unmerged_18S_14161	Eukaryota	Arthropoda	Insecta	Coleoptera	Silvanidae	Psammoecus	
unmerged_18S_14188	Eukaryota	Arthropoda	Arachnida	Sarcoptiformes	Eniochthoniidae	Eniochthonius	
unmerged_18S_14212	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Camponotus	
unmerged_18S_14258	Eukaryota	Arthropoda	Arachnida	Sarcoptiformes	Pediculochelidae	Paralycus	
unmerged_18S_14283	Eukaryota	Arthropoda	Arachnida	Araneae	Pholcidae	Belisana	
unmerged_18S_14322	Eukaryota	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerellaceae	
unmerged_18S_14338	Eukaryota	Arthropoda	Arachnida	Trombidiformes	Eupodidae	Eupodes	
unmerged_18S_14356	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Diehliomyces	
unmerged_18S_14426	Eukaryota	Cercozoa	Cercozoa	Cercozoa	Cercozoa	Cercozoa	
unmerged_18S_14460	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotrys	
unmerged_18S_14478	Eukaryota	Cercozoa	Cercozoa	Cercozoa	Cercozoa	Cercozoa	
unmerged_18S_14548	Eukaryota	Cercozoa	Cercozoa	Cercozoa	Cercozoa	Cercozoa	
unmerged_18S_14553	Eukaryota	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Friedmanniomyces	
unmerged_18S_14598	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Chorioactidaceae	Pseudosarcosoma	
unmerged_18S_14683	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylariaceae	
