ITS_seq_number	Kingdom	Phylum	Class	Order	Family	Genus	Species
forward_FUN_ITS_68	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Massarina	Massarina rubi
forward_FUN_ITS_69	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	Epicoccum plurivorum
forward_FUN_ITS_71	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Podila	Podila minutissima
forward_FUN_ITS_74	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium pulvericola
forward_FUN_ITS_76	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Microcera	Microcera rubra
forward_FUN_ITS_79	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia australis
forward_FUN_ITS_82	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium subspirale
forward_FUN_ITS_83	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Neopestalotiopsis	Neopestalotiopsis sp.
forward_FUN_ITS_88	Eukaryota	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	Phaeoacremonium	Phaeoacremonium parasiticum
forward_FUN_ITS_89	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium nygamai
forward_FUN_ITS_90	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium nygamai
forward_FUN_ITS_91	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium nygamai
forward_FUN_ITS_92	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium nygamai
forward_FUN_ITS_93	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium equiseti
forward_FUN_ITS_100	Eukaryota	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	Phaeoacremonium	Phaeoacremonium parasiticum
forward_FUN_ITS_104	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium allicinum
forward_FUN_ITS_105	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	Taifanglania parvispora
forward_FUN_ITS_107	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium biseptatum
forward_FUN_ITS_116	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Hawksworthiana	Hawksworthiana clematidicola
forward_FUN_ITS_118	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia africana
forward_FUN_ITS_120	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Sclerostagonospora	Sclerostagonospora sp.
forward_FUN_ITS_124	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria alternata
forward_FUN_ITS_127	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	NA	Tetracladium	Tetracladium sp.
forward_FUN_ITS_128	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria atra
forward_FUN_ITS_130	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium sphaerospermum
forward_FUN_ITS_131	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium sphaerospermum
forward_FUN_ITS_132	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium sp.
forward_FUN_ITS_133	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria sp.
forward_FUN_ITS_134	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria sp.
forward_FUN_ITS_135	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria atra
forward_FUN_ITS_136	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria atra
forward_FUN_ITS_143	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	Epicoccum keratinophilum
forward_FUN_ITS_153	Eukaryota	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta ligniaria
forward_FUN_ITS_154	Eukaryota	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta ligniaria
forward_FUN_ITS_156	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Lecanicillium	Lecanicillium psalliotae
forward_FUN_ITS_157	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium sp.
forward_FUN_ITS_158	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium equiseti
forward_FUN_ITS_159	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium equiseti
forward_FUN_ITS_160	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium sp. 3 AE-2013
forward_FUN_ITS_161	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium brachygibbosum
forward_FUN_ITS_162	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium brachygibbosum
forward_FUN_ITS_163	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium brachygibbosum
forward_FUN_ITS_208	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia uzbekistanensis
forward_FUN_ITS_209	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia uzbekistanensis
forward_FUN_ITS_214	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus terreus
forward_FUN_ITS_215	Eukaryota	Arthropoda	Insecta	Orthoptera	Tettigoniidae	Preussia	Preussia sp. 1 PAM-2020
forward_FUN_ITS_216	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neodidymelliopsis	Neodidymelliopsis ranunculi
forward_FUN_ITS_217	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neodidymelliopsis	Neodidymelliopsis sp.
forward_FUN_ITS_221	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma terrea
forward_FUN_ITS_223	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia subticinensis
forward_FUN_ITS_224	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
forward_FUN_ITS_246	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria atra
forward_FUN_ITS_258	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium ramotenellum
forward_FUN_ITS_259	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria sp.
forward_FUN_ITS_260	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria atra
forward_FUN_ITS_261	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria atra
forward_FUN_ITS_262	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium sp.
forward_FUN_ITS_263	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium sp.
forward_FUN_ITS_281	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium sp.
forward_FUN_ITS_284	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium avenaceum
forward_FUN_ITS_285	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria sp.
forward_FUN_ITS_286	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria infectoria
forward_FUN_ITS_287	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria sp.
forward_FUN_ITS_288	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria chartarum
forward_FUN_ITS_307	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala xenobiotica
forward_FUN_ITS_308	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala xenobiotica
forward_FUN_ITS_309	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium kewense
forward_FUN_ITS_320	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Ophiosimulans	Ophiosimulans tanaceti
forward_FUN_ITS_327	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus amstelodami
forward_FUN_ITS_328	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus terreus
forward_FUN_ITS_338	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula dairenensis
forward_FUN_ITS_339	Eukaryota	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	Phaeoacremonium	Phaeoacremonium minimum
forward_FUN_ITS_340	Eukaryota	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	Phaeoacremonium	Phaeoacremonium minimum
forward_FUN_ITS_341	Eukaryota	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	Phaeoacremonium	Phaeoacremonium minimum
forward_FUN_ITS_342	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Bonordeniella	[Coniosporium] sp. MA4666
forward_FUN_ITS_343	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Bonordeniella	[Coniosporium] sp. MA4666
forward_FUN_ITS_344	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	Phialophora americana
forward_FUN_ITS_345	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Bonordeniella	[Coniosporium] sp. MA4666
forward_FUN_ITS_346	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Bonordeniella	[Coniosporium] sp. MA4666
forward_FUN_ITS_347	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Bonordeniella	[Coniosporium] sp. MA4666
forward_FUN_ITS_348	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Bonordeniella	[Coniosporium] sp. MA4666
forward_FUN_ITS_349	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Bonordeniella	[Coniosporium] sp. MA4666
forward_FUN_ITS_350	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Bonordeniella	[Coniosporium] sp. MA4666
forward_FUN_ITS_351	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	Cyphellophora sp.
forward_FUN_ITS_358	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus penicillioides
forward_FUN_ITS_359	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus penicillioides
forward_FUN_ITS_360	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus penicillioides
forward_FUN_ITS_361	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus penicillioides
forward_FUN_ITS_363	Eukaryota	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Oxyporus	Oxyporus sp. MEL 2382667
forward_FUN_ITS_364	Eukaryota	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Scedosporium	Scedosporium apiospermum
forward_FUN_ITS_365	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Cladorrhinum	Cladorrhinum samala
forward_FUN_ITS_366	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Taifanglania	Taifanglania parvispora
forward_FUN_ITS_367	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium brachygibbosum
forward_FUN_ITS_368	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium brachygibbosum
forward_FUN_ITS_369	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium brachygibbosum
forward_FUN_ITS_370	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	Taifanglania parvispora
forward_FUN_ITS_374	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fischeri
forward_FUN_ITS_375	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus penicillioides
forward_FUN_ITS_376	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia africana
forward_FUN_ITS_377	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia sp. JJP-2009a
forward_FUN_ITS_378	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia sp. JJP-2009a
forward_FUN_ITS_379	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia africana
forward_FUN_ITS_380	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia subticinensis
forward_FUN_ITS_381	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia subticinensis
forward_FUN_ITS_383	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormia	Sporormia sp. BAB-4550
forward_FUN_ITS_384	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia sp. (in: Fungi)
forward_FUN_ITS_386	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria atra
forward_FUN_ITS_390	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Taifanglania	Taifanglania parvispora
forward_FUN_ITS_392	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium sp.
forward_FUN_ITS_396	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
forward_FUN_ITS_398	Eukaryota	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta polymorpha
forward_FUN_ITS_399	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium solani
forward_FUN_ITS_400	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
forward_FUN_ITS_401	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
forward_FUN_ITS_402	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
forward_FUN_ITS_403	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium brachygibbosum
forward_FUN_ITS_404	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium brachygibbosum
forward_FUN_ITS_405	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotrys	Stachybotrys chartarum
forward_FUN_ITS_406	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotrys	Stachybotrys chartarum
forward_FUN_ITS_407	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotrys	Stachybotrys chartarum
forward_FUN_ITS_409	Eukaryota	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta polymorpha
forward_FUN_ITS_410	Eukaryota	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta polymorpha
forward_FUN_ITS_411	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Stagonosporopsis	Stagonosporopsis cucurbitacearum
forward_FUN_ITS_412	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	NA	Tetracladium	Tetracladium sp.
forward_FUN_ITS_413	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	NA	Tetracladium	Tetracladium sp.
forward_FUN_ITS_418	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	Lophiostoma cynaroidis
forward_FUN_ITS_419	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Stagonosporopsis	Stagonosporopsis cucurbitacearum
forward_FUN_ITS_420	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Allophoma	Allophoma cylindrispora
forward_FUN_ITS_421	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus terreus
forward_FUN_ITS_422	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces lactosus
forward_FUN_ITS_450	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia randhawae
forward_FUN_ITS_467	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	Neosetophoma samarorum
forward_FUN_ITS_470	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	NA	Tetracladium	Tetracladium sp.
forward_FUN_ITS_474	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fischeri
forward_FUN_ITS_475	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus lentulus
forward_FUN_ITS_476	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fischeri
forward_FUN_ITS_477	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fumigatiaffinis
forward_FUN_ITS_478	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fumigatiaffinis
forward_FUN_ITS_479	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium sp.
forward_FUN_ITS_480	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium sp.
forward_FUN_ITS_481	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus terreus
forward_FUN_ITS_482	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus terreus
forward_FUN_ITS_483	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Macrophomina	Macrophomina phaseolina
forward_FUN_ITS_484	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Macrophomina	Macrophomina phaseolina
forward_FUN_ITS_485	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Macrophomina	Macrophomina phaseolina
forward_FUN_ITS_487	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Allophoma	Allophoma cylindrispora
forward_FUN_ITS_488	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Allophoma	Didymellaceae sp.
forward_FUN_ITS_489	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Stagonosporopsis	Stagonosporopsis cucurbitacearum
forward_FUN_ITS_490	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Stagonosporopsis	Stagonosporopsis cucurbitacearum
forward_FUN_ITS_491	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Allophoma	Allophoma cylindrispora
forward_FUN_ITS_492	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma aeria
forward_FUN_ITS_500	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophoma	Setophoma terrestris
forward_FUN_ITS_501	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophaeosphaeria	Setophaeosphaeria badalingensis
forward_FUN_ITS_502	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophaeosphaeria	Setophaeosphaeria badalingensis
forward_FUN_ITS_503	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophaeosphaeria	Setophaeosphaeria badalingensis
forward_FUN_ITS_506	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia sp. JJP-2009a
forward_FUN_ITS_510	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella alpina
forward_FUN_ITS_511	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella alpina
forward_FUN_ITS_512	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella alpina
forward_FUN_ITS_513	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella alpina
forward_FUN_ITS_514	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella alpina
forward_FUN_ITS_516	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Allophoma	Allophoma cylindrispora
forward_FUN_ITS_526	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus terreus
forward_FUN_ITS_533	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
forward_FUN_ITS_534	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium equiseti
forward_FUN_ITS_535	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotrys	Stachybotrys chartarum
forward_FUN_ITS_547	Eukaryota	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Oxyporus	Oxyporus sp. MEL 2382667
forward_FUN_ITS_552	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	Papiliotrema cf. pseudoalba MG27
forward_FUN_ITS_555	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	Subramaniula obscura
forward_FUN_ITS_556	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Taifanglania	Taifanglania parvispora
forward_FUN_ITS_557	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	Humicola sp.
forward_FUN_ITS_558	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	Humicola sp.
forward_FUN_ITS_559	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium sp.
forward_FUN_ITS_560	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	Subramaniula flavipila
forward_FUN_ITS_561	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	Subramaniula cuniculorum
forward_FUN_ITS_562	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	Taifanglania parvispora
forward_FUN_ITS_563	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Taifanglania	Taifanglania parvispora
forward_FUN_ITS_564	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	Subramaniula cuniculorum
forward_FUN_ITS_565	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	Subramaniula flavipila
forward_FUN_ITS_566	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	Subramaniula flavipila
forward_FUN_ITS_567	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	Subramaniula flavipila
forward_FUN_ITS_568	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	Subramaniula obscura
forward_FUN_ITS_569	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	Subramaniula flavipila
forward_FUN_ITS_570	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	Subramaniula obscura
forward_FUN_ITS_571	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	Taifanglania parvispora
forward_FUN_ITS_572	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	Subramaniula sp.
forward_FUN_ITS_573	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	Subramaniula cuniculorum
forward_FUN_ITS_574	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	Taifanglania parvispora
forward_FUN_ITS_575	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	Taifanglania parvispora
forward_FUN_ITS_576	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	Taifanglania parvispora
forward_FUN_ITS_577	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Taifanglania	Taifanglania parvispora
forward_FUN_ITS_578	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	Subramaniula cuniculorum
forward_FUN_ITS_579	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	Taifanglania parvispora
forward_FUN_ITS_580	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	Subramaniula cuniculorum
forward_FUN_ITS_581	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	Subramaniula sp.
