ITS_seq_number	Kingdom	Phylum	Class	Order	Family	Genus	Species
reverse_FUN_ITS_1164	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_1165	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_1166	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_1167	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_1168	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_1169	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_1170	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_1171	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_1172	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_1173	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_1174	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_1175	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_1176	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_1177	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_1178	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_1179	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_1180	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_1181	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_1182	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_1183	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_1184	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_1185	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_1186	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_1187	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_1188	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_1189	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_1190	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_1201	Eukaryota	Ascomycota	Leotiomycetes	Chaetomellales	Chaetomellaceae	Pilidium	Pilidium concavum
reverse_FUN_ITS_1207	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia albida
reverse_FUN_ITS_1208	Eukaryota	Arthropoda	Tremellomycetes	Tremellales	Tephritidae	Bulleromyces	Bactrocera tryoni
reverse_FUN_ITS_1209	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_1213	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Biatriosporaceae	Biatriospora	Biatriospora sp.
reverse_FUN_ITS_1216	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Biatriosporaceae	Biatriospora	Biatriospora sp.
reverse_FUN_ITS_1220	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	Pestalotiopsis uvicola
reverse_FUN_ITS_1221	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	Pestalotiopsis sp.
reverse_FUN_ITS_1222	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	Pestalotiopsis sp.
reverse_FUN_ITS_1223	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Neopestalotiopsis	Neopestalotiopsis sp.
reverse_FUN_ITS_1224	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	Subramaniula cuniculorum
reverse_FUN_ITS_1225	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	Subramaniula cuniculorum
reverse_FUN_ITS_1226	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	Subramaniula cuniculorum
