numsampled	0.03-FUN_ITS_1_10_S10_L001	lci-FUN_ITS_1_10_S10_L001	hci-FUN_ITS_1_10_S10_L001	0.03-FUN_ITS_1_15_S15_L001	lci-FUN_ITS_1_15_S15_L001	hci-FUN_ITS_1_15_S15_L001	0.03-FUN_ITS_1_1_S1_L001	lci-FUN_ITS_1_1_S1_L001	hci-FUN_ITS_1_1_S1_L001	0.03-FUN_ITS_1_20_S20_L001	lci-FUN_ITS_1_20_S20_L001	hci-FUN_ITS_1_20_S20_L001	0.03-FUN_ITS_1_23_S23_L001	lci-FUN_ITS_1_23_S23_L001	hci-FUN_ITS_1_23_S23_L001	0.03-FUN_ITS_1_25_S25_L001	lci-FUN_ITS_1_25_S25_L001	hci-FUN_ITS_1_25_S25_L001	0.03-FUN_ITS_1_28_S28_L001	lci-FUN_ITS_1_28_S28_L001	hci-FUN_ITS_1_28_S28_L001	0.03-FUN_ITS_1_30_S30_L001	lci-FUN_ITS_1_30_S30_L001	hci-FUN_ITS_1_30_S30_L001	0.03-FUN_ITS_1_31_S31_L001	lci-FUN_ITS_1_31_S31_L001	hci-FUN_ITS_1_31_S31_L001	0.03-FUN_ITS_1_33_S33_L001	lci-FUN_ITS_1_33_S33_L001	hci-FUN_ITS_1_33_S33_L001	0.03-FUN_ITS_1_35_S35_L001	lci-FUN_ITS_1_35_S35_L001	hci-FUN_ITS_1_35_S35_L001	0.03-FUN_ITS_1_3_S3_L001	lci-FUN_ITS_1_3_S3_L001	hci-FUN_ITS_1_3_S3_L001	0.03-FUN_ITS_1_40_S40_L001	lci-FUN_ITS_1_40_S40_L001	hci-FUN_ITS_1_40_S40_L001	0.03-FUN_ITS_1_47_S47_L001	lci-FUN_ITS_1_47_S47_L001	hci-FUN_ITS_1_47_S47_L001	0.03-FUN_ITS_1_51_S51_L001	lci-FUN_ITS_1_51_S51_L001	hci-FUN_ITS_1_51_S51_L001	0.03-FUN_ITS_1_56_S56_L001	lci-FUN_ITS_1_56_S56_L001	hci-FUN_ITS_1_56_S56_L001	0.03-FUN_ITS_1_57_S57_L001	lci-FUN_ITS_1_57_S57_L001	hci-FUN_ITS_1_57_S57_L001	0.03-FUN_ITS_1_58_S58_L001	lci-FUN_ITS_1_58_S58_L001	hci-FUN_ITS_1_58_S58_L001	0.03-FUN_ITS_1_59_S59_L001	lci-FUN_ITS_1_59_S59_L001	hci-FUN_ITS_1_59_S59_L001	0.03-FUN_ITS_1_5_S5_L001	lci-FUN_ITS_1_5_S5_L001	hci-FUN_ITS_1_5_S5_L001
192	14.596000	12.000000	17.000000	21.240000	18.000000	25.000000	21.460000	18.000000	24.000000	14.780000	14.000000	15.000000	1.968000	1.000000	2.000000	14.644000	13.000000	15.000000	4.000000	4.000000	4.000000	7.816000	7.000000	8.000000	1.508000	1.000000	2.000000	18.464000	16.000000	21.000000	21.924000	19.000000	25.000000	10.812000	10.000000	11.000000	11.708000	9.000000	14.000000	16.128000	14.000000	18.000000	14.912000	12.000000	17.000000	35.720000	32.000000	39.000000	32.732000	28.000000	37.000000	24.408000	20.000000	28.000000	27.748000	24.000000	31.000000	19.780000	17.000000	22.000000
193	14.604000	12.000000	17.000000	21.268000	18.000000	25.000000	21.480000	18.000000	24.000000	14.780000	14.000000	15.000000	1.968000	1.000000	2.000000	14.652000	13.000000	15.000000	4.000000	4.000000	4.000000	7.816000	7.000000	8.000000	1.508000	1.000000	2.000000	18.492000	16.000000	21.000000	21.952000	19.000000	25.000000	10.820000	10.000000	11.000000	11.728000	9.000000	14.000000	16.136000	14.000000	18.000000	14.932000	12.000000	17.000000	35.760000	33.000000	39.000000	32.792000	28.000000	37.000000	24.456000	20.000000	29.000000	27.776000	24.000000	31.000000	19.804000	17.000000	22.000000
194	14.624000	12.000000	17.000000	21.312000	18.000000	25.000000	21.508000	18.000000	24.000000	14.792000	14.000000	15.000000	1.972000	1.000000	2.000000	14.676000	13.000000	15.000000	4.000000	4.000000	4.000000	7.824000	7.000000	8.000000	1.508000	1.000000	2.000000	18.520000	16.000000	21.000000	21.984000	19.000000	25.000000	10.828000	10.000000	11.000000	11.756000	9.000000	14.000000	16.160000	14.000000	18.000000	14.960000	13.000000	17.000000	35.800000	33.000000	39.000000	32.844000	28.000000	37.000000	24.500000	20.000000	29.000000	27.812000	24.000000	31.000000	19.828000	18.000000	22.000000
195	14.640000	12.000000	17.000000	21.344000	18.000000	25.000000	21.544000	18.000000	24.000000	14.796000	14.000000	15.000000	1.972000	1.000000	2.000000	14.684000	13.000000	15.000000	4.000000	4.000000	4.000000	7.824000	7.000000	8.000000	1.508000	1.000000	2.000000	18.556000	16.000000	21.000000	22.008000	19.000000	25.000000	10.828000	10.000000	11.000000	11.772000	9.000000	14.000000	16.172000	14.000000	18.000000	14.972000	13.000000	17.000000	35.864000	33.000000	39.000000	32.912000	28.000000	37.000000	24.552000	20.000000	29.000000	27.864000	24.000000	31.000000	19.844000	18.000000	22.000000
196	14.664000	12.000000	17.000000	21.388000	18.000000	25.000000	21.572000	18.000000	24.000000	14.800000	14.000000	15.000000	1.972000	1.000000	2.000000	14.688000	13.000000	15.000000	4.000000	4.000000	4.000000	7.828000	7.000000	8.000000	1.528000	1.000000	2.000000	18.592000	16.000000	21.000000	22.044000	19.000000	25.000000	10.832000	10.000000	11.000000	11.796000	9.000000	14.000000	16.204000	14.000000	18.000000	15.004000	13.000000	17.000000	35.912000	33.000000	39.000000	32.980000	28.000000	37.000000	24.596000	20.000000	29.000000	27.908000	24.000000	31.000000	19.868000	18.000000	22.000000
197	14.680000	12.000000	17.000000	21.424000	18.000000	25.000000	21.596000	19.000000	24.000000	14.800000	14.000000	15.000000	1.972000	1.000000	2.000000	14.692000	13.000000	15.000000	4.000000	4.000000	4.000000	7.828000	7.000000	8.000000	1.536000	1.000000	2.000000	18.604000	16.000000	21.000000	22.072000	19.000000	25.000000	10.832000	10.000000	11.000000	11.820000	9.000000	14.000000	16.216000	14.000000	18.000000	15.016000	13.000000	17.000000	35.944000	33.000000	39.000000	33.052000	28.000000	37.000000	24.648000	20.000000	29.000000	27.944000	24.000000	31.000000	19.888000	18.000000	22.000000
198	14.692000	12.000000	17.000000	21.456000	18.000000	25.000000	21.624000	19.000000	24.000000	14.800000	14.000000	15.000000	1.972000	1.000000	2.000000	14.696000	13.000000	15.000000	4.000000	4.000000	4.000000	7.828000	7.000000	8.000000	1.536000	1.000000	2.000000	18.632000	16.000000	21.000000	22.100000	19.000000	25.000000	10.832000	10.000000	11.000000	11.832000	9.000000	14.000000	16.224000	14.000000	18.000000	15.032000	13.000000	17.000000	35.988000	33.000000	39.000000	33.124000	28.000000	37.000000	24.700000	20.000000	29.000000	27.992000	24.000000	31.000000	19.900000	18.000000	22.000000
199	14.704000	12.000000	17.000000	21.484000	18.000000	25.000000	21.644000	19.000000	24.000000	14.800000	14.000000	15.000000	1.972000	1.000000	2.000000	14.696000	13.000000	15.000000	4.000000	4.000000	4.000000	7.828000	7.000000	8.000000	1.536000	1.000000	2.000000	18.644000	16.000000	21.000000	22.124000	19.000000	25.000000	10.832000	10.000000	11.000000	11.848000	9.000000	14.000000	16.228000	14.000000	18.000000	15.036000	13.000000	17.000000	36.016000	33.000000	39.000000	33.172000	28.000000	37.000000	24.728000	20.000000	29.000000	28.016000	24.000000	31.000000	19.912000	18.000000	22.000000
200	14.720000	12.000000	17.000000	21.520000	18.000000	25.000000	21.672000	19.000000	24.000000	14.800000	14.000000	15.000000	1.972000	1.000000	2.000000	14.696000	13.000000	15.000000	4.000000	4.000000	4.000000	7.828000	7.000000	8.000000	1.540000	1.000000	2.000000	18.664000	16.000000	21.000000	22.160000	19.000000	25.000000	10.832000	10.000000	11.000000	11.864000	9.000000	14.000000	16.240000	14.000000	18.000000	15.048000	13.000000	17.000000	36.052000	33.000000	39.000000	33.236000	28.000000	37.000000	24.784000	20.000000	29.000000	28.064000	24.000000	31.000000	19.928000	18.000000	22.000000
201	14.732000	12.000000	17.000000	21.556000	18.000000	25.000000	21.688000	19.000000	24.000000	14.800000	14.000000	15.000000	1.972000	1.000000	2.000000	14.700000	13.000000	15.000000	4.000000	4.000000	4.000000	7.832000	7.000000	8.000000	1.544000	1.000000	2.000000	18.680000	16.000000	21.000000	22.180000	19.000000	25.000000	10.832000	10.000000	11.000000	11.876000	9.000000	14.000000	16.244000	14.000000	18.000000	15.056000	13.000000	17.000000	36.068000	33.000000	39.000000	33.288000	28.000000	37.000000	24.820000	20.000000	29.000000	28.088000	24.000000	31.000000	19.936000	18.000000	22.000000
202	14.760000	12.000000	17.000000	21.612000	18.000000	25.000000	21.724000	19.000000	24.000000	14.808000	14.000000	15.000000	1.972000	1.000000	2.000000	14.712000	14.000000	15.000000	4.000000	4.000000	4.000000	7.832000	7.000000	8.000000	1.544000	1.000000	2.000000	18.696000	16.000000	21.000000	22.212000	19.000000	25.000000	10.840000	10.000000	11.000000	11.900000	9.000000	14.000000	16.268000	14.000000	18.000000	15.080000	13.000000	17.000000	36.108000	33.000000	39.000000	33.372000	29.000000	37.000000	24.888000	21.000000	29.000000	28.128000	24.000000	31.000000	19.960000	18.000000	22.000000
203	14.776000	12.000000	17.000000	21.656000	18.000000	25.000000	21.740000	19.000000	24.000000	14.808000	14.000000	15.000000	1.972000	1.000000	2.000000	14.712000	14.000000	15.000000	4.000000	4.000000	4.000000	7.832000	7.000000	8.000000	1.544000	1.000000	2.000000	18.708000	16.000000	21.000000	22.236000	19.000000	25.000000	10.840000	10.000000	11.000000	11.912000	9.000000	14.000000	16.280000	14.000000	18.000000	15.100000	13.000000	17.000000	36.136000	33.000000	39.000000	33.456000	29.000000	37.000000	24.940000	21.000000	29.000000	28.164000	24.000000	31.000000	19.972000	18.000000	22.000000
204	14.808000	12.000000	17.000000	21.704000	18.000000	25.000000	21.764000	19.000000	24.000000	14.820000	14.000000	15.000000	1.972000	1.000000	2.000000	14.720000	14.000000	15.000000	4.000000	4.000000	4.000000	7.840000	7.000000	8.000000	1.548000	1.000000	2.000000	18.728000	16.000000	21.000000	22.264000	19.000000	25.000000	10.848000	10.000000	11.000000	11.936000	9.000000	14.000000	16.296000	14.000000	18.000000	15.116000	13.000000	17.000000	36.168000	33.000000	39.000000	33.524000	29.000000	37.000000	24.988000	21.000000	29.000000	28.208000	24.000000	31.000000	19.996000	18.000000	22.000000
205	14.820000	12.000000	17.000000	21.732000	18.000000	25.000000	21.776000	19.000000	24.000000	14.824000	14.000000	15.000000	1.972000	1.000000	2.000000	14.724000	14.000000	15.000000	4.000000	4.000000	4.000000	7.844000	7.000000	8.000000	1.548000	1.000000	2.000000	18.740000	16.000000	21.000000	22.280000	19.000000	25.000000	10.852000	10.000000	11.000000	11.948000	10.000000	14.000000	16.304000	14.000000	18.000000	15.124000	13.000000	17.000000	36.184000	33.000000	39.000000	33.564000	29.000000	38.000000	25.020000	21.000000	29.000000	28.240000	25.000000	31.000000	20.008000	18.000000	22.000000
206	14.840000	12.000000	17.000000	21.764000	18.000000	25.000000	21.808000	19.000000	24.000000	14.828000	14.000000	15.000000	1.976000	2.000000	2.000000	14.728000	14.000000	15.000000	4.000000	4.000000	4.000000	7.844000	7.000000	8.000000	1.548000	1.000000	2.000000	18.768000	16.000000	21.000000	22.316000	19.000000	25.000000	10.852000	10.000000	11.000000	11.960000	10.000000	14.000000	16.312000	14.000000	18.000000	15.140000	13.000000	17.000000	36.228000	33.000000	39.000000	33.636000	29.000000	38.000000	25.068000	21.000000	29.000000	28.288000	25.000000	31.000000	20.020000	18.000000	22.000000
207	14.876000	12.000000	17.000000	21.820000	18.000000	25.000000	21.840000	19.000000	24.000000	14.840000	14.000000	15.000000	1.976000	2.000000	2.000000	14.744000	14.000000	15.000000	4.000000	4.000000	4.000000	7.852000	7.000000	8.000000	1.560000	1.000000	2.000000	18.800000	16.000000	21.000000	22.356000	20.000000	25.000000	10.864000	10.000000	11.000000	11.988000	10.000000	14.000000	16.336000	14.000000	18.000000	15.172000	13.000000	17.000000	36.260000	33.000000	39.000000	33.716000	29.000000	38.000000	25.124000	21.000000	29.000000	28.340000	25.000000	31.000000	20.048000	18.000000	22.000000
208	14.892000	13.000000	17.000000	21.856000	18.000000	25.000000	21.868000	19.000000	24.000000	14.840000	14.000000	15.000000	1.976000	2.000000	2.000000	14.748000	14.000000	15.000000	4.000000	4.000000	4.000000	7.852000	7.000000	8.000000	1.564000	1.000000	2.000000	18.816000	16.000000	21.000000	22.392000	20.000000	25.000000	10.864000	10.000000	11.000000	12.004000	10.000000	14.000000	16.348000	14.000000	18.000000	15.184000	13.000000	17.000000	36.292000	33.000000	39.000000	33.780000	29.000000	38.000000	25.164000	21.000000	29.000000	28.380000	25.000000	31.000000	20.064000	18.000000	22.000000
209	14.912000	13.000000	17.000000	21.900000	18.000000	25.000000	21.900000	19.000000	24.000000	14.848000	14.000000	15.000000	1.980000	2.000000	2.000000	14.756000	14.000000	15.000000	4.000000	4.000000	4.000000	7.860000	7.000000	8.000000	1.568000	1.000000	2.000000	18.836000	16.000000	21.000000	22.432000	20.000000	25.000000	10.868000	10.000000	11.000000	12.024000	10.000000	14.000000	16.368000	14.000000	18.000000	15.212000	13.000000	17.000000	36.340000	33.000000	39.000000	33.848000	29.000000	38.000000	25.220000	21.000000	29.000000	28.424000	25.000000	31.000000	20.084000	18.000000	22.000000
210	14.924000	13.000000	17.000000	21.952000	18.000000	25.000000	21.932000	19.000000	24.000000	14.852000	14.000000	15.000000	1.980000	2.000000	2.000000	14.764000	14.000000	15.000000	4.000000	4.000000	4.000000	7.864000	7.000000	8.000000	1.572000	1.000000	2.000000	18.872000	16.000000	21.000000	22.464000	20.000000	25.000000	10.872000	10.000000	11.000000	12.048000	10.000000	14.000000	16.376000	14.000000	18.000000	15.228000	13.000000	17.000000	36.392000	33.000000	39.000000	33.928000	29.000000	38.000000	25.280000	21.000000	29.000000	28.468000	25.000000	31.000000	20.096000	18.000000	22.000000
211	14.940000	13.000000	17.000000	21.992000	18.000000	25.000000	21.964000	19.000000	24.000000	14.852000	14.000000	15.000000	1.980000	2.000000	2.000000	14.768000	14.000000	15.000000	4.000000	4.000000	4.000000	7.868000	7.000000	8.000000	1.572000	1.000000	2.000000	18.896000	16.000000	21.000000	22.488000	20.000000	25.000000	10.872000	10.000000	11.000000	12.056000	10.000000	14.000000	16.396000	14.000000	18.000000	15.244000	13.000000	17.000000	36.440000	33.000000	39.000000	34.008000	29.000000	38.000000	25.344000	21.000000	29.000000	28.524000	25.000000	31.000000	20.104000	18.000000	22.000000
212	14.960000	13.000000	17.000000	22.020000	18.000000	25.000000	21.988000	19.000000	24.000000	14.852000	14.000000	15.000000	1.984000	2.000000	2.000000	14.772000	14.000000	15.000000	4.000000	4.000000	4.000000	7.868000	7.000000	8.000000	1.572000	1.000000	2.000000	18.912000	16.000000	21.000000	22.508000	20.000000	25.000000	10.872000	10.000000	11.000000	12.072000	10.000000	14.000000	16.408000	14.000000	18.000000	15.256000	13.000000	17.000000	36.472000	33.000000	39.000000	34.060000	29.000000	38.000000	25.384000	21.000000	29.000000	28.568000	25.000000	32.000000	20.120000	18.000000	22.000000
213	14.980000	13.000000	17.000000	22.068000	18.000000	25.000000	22.020000	19.000000	24.000000	14.860000	14.000000	15.000000	1.984000	2.000000	2.000000	14.780000	14.000000	15.000000	4.000000	4.000000	4.000000	7.872000	7.000000	8.000000	1.580000	1.000000	2.000000	18.948000	17.000000	21.000000	22.532000	20.000000	25.000000	10.876000	10.000000	11.000000	12.092000	10.000000	14.000000	16.420000	14.000000	18.000000	15.268000	13.000000	17.000000	36.516000	34.000000	39.000000	34.132000	29.000000	38.000000	25.440000	21.000000	29.000000	28.616000	25.000000	32.000000	20.140000	18.000000	22.000000
214	14.996000	13.000000	17.000000	22.116000	18.000000	25.000000	22.036000	19.000000	24.000000	14.860000	14.000000	15.000000	1.984000	2.000000	2.000000	14.780000	14.000000	15.000000	4.000000	4.000000	4.000000	7.872000	7.000000	8.000000	1.580000	1.000000	2.000000	18.964000	17.000000	21.000000	22.568000	20.000000	25.000000	10.876000	10.000000	11.000000	12.128000	10.000000	14.000000	16.428000	14.000000	18.000000	15.276000	13.000000	17.000000	36.548000	34.000000	39.000000	34.188000	29.000000	38.000000	25.492000	21.000000	29.000000	28.652000	25.000000	32.000000	20.172000	18.000000	22.000000
215	15.020000	13.000000	17.000000	22.148000	18.000000	25.000000	22.060000	19.000000	24.000000	14.860000	14.000000	15.000000	1.984000	2.000000	2.000000	14.788000	14.000000	15.000000	4.000000	4.000000	4.000000	7.876000	7.000000	8.000000	1.584000	1.000000	2.000000	18.992000	17.000000	21.000000	22.588000	20.000000	25.000000	10.876000	10.000000	11.000000	12.148000	10.000000	14.000000	16.440000	14.000000	18.000000	15.292000	13.000000	17.000000	36.576000	34.000000	39.000000	34.244000	29.000000	38.000000	25.532000	21.000000	29.000000	28.680000	25.000000	32.000000	20.192000	18.000000	22.000000
216	15.040000	13.000000	17.000000	22.176000	18.000000	25.000000	22.088000	19.000000	24.000000	14.872000	14.000000	15.000000	1.984000	2.000000	2.000000	14.796000	14.000000	15.000000	4.000000	4.000000	4.000000	7.884000	7.000000	8.000000	1.592000	1.000000	2.000000	19.012000	17.000000	21.000000	22.616000	20.000000	25.000000	10.888000	10.000000	11.000000	12.164000	10.000000	14.000000	16.456000	14.000000	18.000000	15.308000	13.000000	17.000000	36.612000	34.000000	39.000000	34.288000	29.000000	38.000000	25.568000	21.000000	29.000000	28.720000	25.000000	32.000000	20.212000	18.000000	22.000000
217	15.056000	13.000000	17.000000	22.220000	19.000000	25.000000	22.116000	19.000000	24.000000	14.872000	14.000000	15.000000	1.984000	2.000000	2.000000	14.800000	14.000000	15.000000	4.000000	4.000000	4.000000	7.884000	7.000000	8.000000	1.596000	1.000000	2.000000	19.040000	17.000000	21.000000	22.644000	20.000000	25.000000	10.888000	10.000000	11.000000	12.184000	10.000000	14.000000	16.472000	14.000000	18.000000	15.324000	13.000000	17.000000	36.644000	34.000000	39.000000	34.352000	30.000000	38.000000	25.620000	21.000000	29.000000	28.756000	25.000000	32.000000	20.228000	18.000000	22.000000
218	15.088000	13.000000	17.000000	22.260000	19.000000	25.000000	22.148000	19.000000	25.000000	14.876000	14.000000	15.000000	1.984000	2.000000	2.000000	14.800000	14.000000	15.000000	4.000000	4.000000	4.000000	7.884000	7.000000	8.000000	1.600000	1.000000	2.000000	19.068000	17.000000	21.000000	22.672000	20.000000	25.000000	10.892000	10.000000	11.000000	12.208000	10.000000	14.000000	16.496000	14.000000	18.000000	15.352000	13.000000	17.000000	36.680000	34.000000	39.000000	34.412000	30.000000	38.000000	25.668000	21.000000	29.000000	28.792000	25.000000	32.000000	20.252000	18.000000	22.000000
219	15.096000	13.000000	17.000000	22.300000	19.000000	25.000000	22.168000	19.000000	25.000000	14.880000	14.000000	15.000000	1.984000	2.000000	2.000000	14.804000	14.000000	15.000000	4.000000	4.000000	4.000000	7.888000	7.000000	8.000000	1.604000	1.000000	2.000000	19.080000	17.000000	21.000000	22.696000	20.000000	25.000000	10.900000	10.000000	11.000000	12.220000	10.000000	14.000000	16.504000	14.000000	18.000000	15.364000	13.000000	17.000000	36.704000	34.000000	39.000000	34.460000	30.000000	38.000000	25.708000	21.000000	29.000000	28.828000	25.000000	32.000000	20.268000	18.000000	22.000000
220	15.112000	13.000000	17.000000	22.340000	19.000000	25.000000	22.180000	20.000000	25.000000	14.880000	14.000000	15.000000	1.984000	2.000000	2.000000	14.804000	14.000000	15.000000	4.000000	4.000000	4.000000	7.888000	7.000000	8.000000	1.604000	1.000000	2.000000	19.088000	17.000000	21.000000	22.716000	20.000000	25.000000	10.900000	10.000000	11.000000	12.232000	10.000000	14.000000	16.512000	14.000000	18.000000	15.372000	13.000000	17.000000	36.720000	34.000000	39.000000	34.516000	30.000000	38.000000	25.760000	22.000000	29.000000	28.868000	25.000000	32.000000	20.280000	18.000000	22.000000
221	15.132000	13.000000	17.000000	22.368000	19.000000	25.000000	22.208000	20.000000	25.000000	14.880000	14.000000	15.000000	1.984000	2.000000	2.000000	14.808000	14.000000	15.000000	4.000000	4.000000	4.000000	7.888000	7.000000	8.000000	1.604000	1.000000	2.000000	19.112000	17.000000	21.000000	22.744000	20.000000	25.000000	10.900000	10.000000	11.000000	12.248000	10.000000	14.000000	16.528000	14.000000	18.000000	15.388000	13.000000	17.000000	36.748000	34.000000	39.000000	34.568000	30.000000	38.000000	25.800000	22.000000	29.000000	28.900000	25.000000	32.000000	20.296000	18.000000	22.000000
222	15.168000	13.000000	17.000000	22.436000	19.000000	25.000000	22.248000	20.000000	25.000000	14.888000	14.000000	15.000000	1.984000	2.000000	2.000000	14.820000	14.000000	15.000000	4.000000	4.000000	4.000000	7.900000	7.000000	8.000000	1.612000	1.000000	2.000000	19.152000	17.000000	21.000000	22.788000	20.000000	25.000000	10.908000	10.000000	11.000000	12.284000	10.000000	14.000000	16.556000	15.000000	18.000000	15.416000	13.000000	17.000000	36.800000	34.000000	39.000000	34.660000	30.000000	39.000000	25.884000	22.000000	29.000000	28.956000	25.000000	32.000000	20.332000	18.000000	22.000000
223	15.192000	13.000000	17.000000	22.472000	19.000000	25.000000	22.276000	20.000000	25.000000	14.892000	14.000000	15.000000	1.988000	2.000000	2.000000	14.828000	14.000000	15.000000	4.000000	4.000000	4.000000	7.904000	7.000000	8.000000	1.612000	1.000000	2.000000	19.172000	17.000000	21.000000	22.820000	20.000000	25.000000	10.912000	10.000000	11.000000	12.308000	10.000000	14.000000	16.584000	15.000000	18.000000	15.448000	13.000000	17.000000	36.836000	34.000000	39.000000	34.716000	30.000000	39.000000	25.936000	22.000000	29.000000	29.000000	26.000000	32.000000	20.356000	18.000000	22.000000
224	15.204000	13.000000	17.000000	22.496000	19.000000	25.000000	22.296000	20.000000	25.000000	14.892000	14.000000	15.000000	1.988000	2.000000	2.000000	14.832000	14.000000	15.000000	4.000000	4.000000	4.000000	7.904000	7.000000	8.000000	1.616000	1.000000	2.000000	19.184000	17.000000	21.000000	22.840000	20.000000	25.000000	10.912000	10.000000	11.000000	12.320000	10.000000	14.000000	16.588000	15.000000	18.000000	15.456000	13.000000	17.000000	36.856000	34.000000	39.000000	34.772000	31.000000	39.000000	25.980000	22.000000	29.000000	29.024000	26.000000	32.000000	20.364000	18.000000	22.000000
225	15.244000	13.000000	17.000000	22.552000	19.000000	25.000000	22.348000	20.000000	25.000000	14.892000	14.000000	15.000000	1.988000	2.000000	2.000000	14.840000	14.000000	15.000000	4.000000	4.000000	4.000000	7.904000	7.000000	8.000000	1.628000	1.000000	2.000000	19.240000	17.000000	21.000000	22.896000	20.000000	25.000000	10.912000	10.000000	11.000000	12.352000	10.000000	14.000000	16.608000	15.000000	18.000000	15.484000	13.000000	17.000000	36.912000	34.000000	39.000000	34.848000	31.000000	39.000000	26.060000	22.000000	29.000000	29.080000	26.000000	32.000000	20.396000	19.000000	22.000000
226	15.252000	13.000000	17.000000	22.580000	19.000000	25.000000	22.360000	20.000000	25.000000	14.896000	14.000000	15.000000	1.988000	2.000000	2.000000	14.840000	14.000000	15.000000	4.000000	4.000000	4.000000	7.904000	7.000000	8.000000	1.636000	1.000000	2.000000	19.256000	17.000000	21.000000	22.916000	20.000000	25.000000	10.912000	10.000000	11.000000	12.364000	10.000000	14.000000	16.620000	15.000000	18.000000	15.496000	13.000000	17.000000	36.928000	34.000000	39.000000	34.900000	31.000000	39.000000	26.104000	22.000000	30.000000	29.112000	26.000000	32.000000	20.408000	19.000000	22.000000
227	15.264000	13.000000	17.000000	22.608000	19.000000	25.000000	22.372000	20.000000	25.000000	14.896000	14.000000	15.000000	1.988000	2.000000	2.000000	14.840000	14.000000	15.000000	4.000000	4.000000	4.000000	7.904000	7.000000	8.000000	1.636000	1.000000	2.000000	19.284000	17.000000	21.000000	22.936000	20.000000	25.000000	10.912000	10.000000	11.000000	12.380000	10.000000	14.000000	16.632000	15.000000	18.000000	15.508000	13.000000	17.000000	36.964000	34.000000	39.000000	34.952000	31.000000	39.000000	26.144000	23.000000	30.000000	29.156000	26.000000	32.000000	20.424000	19.000000	22.000000
228	15.276000	13.000000	17.000000	22.640000	19.000000	25.000000	22.384000	20.000000	25.000000	14.896000	14.000000	15.000000	1.988000	2.000000	2.000000	14.844000	14.000000	15.000000	4.000000	4.000000	4.000000	7.904000	7.000000	8.000000	1.636000	1.000000	2.000000	19.300000	17.000000	21.000000	22.952000	20.000000	25.000000	10.912000	10.000000	11.000000	12.396000	10.000000	14.000000	16.636000	15.000000	18.000000	15.516000	13.000000	17.000000	36.996000	34.000000	39.000000	35.004000	31.000000	39.000000	26.176000	23.000000	30.000000	29.188000	26.000000	32.000000	20.440000	19.000000	22.000000
229	15.296000	13.000000	17.000000	22.668000	19.000000	25.000000	22.408000	20.000000	25.000000	14.900000	14.000000	15.000000	1.988000	2.000000	2.000000	14.848000	14.000000	15.000000	4.000000	4.000000	4.000000	7.908000	7.000000	8.000000	1.640000	1.000000	2.000000	19.336000	17.000000	21.000000	22.980000	20.000000	25.000000	10.916000	10.000000	11.000000	12.424000	10.000000	14.000000	16.652000	15.000000	18.000000	15.536000	13.000000	17.000000	37.044000	34.000000	39.000000	35.084000	31.000000	39.000000	26.240000	23.000000	30.000000	29.228000	26.000000	32.000000	20.464000	19.000000	22.000000
230	15.316000	13.000000	17.000000	22.712000	19.000000	25.000000	22.432000	20.000000	25.000000	14.904000	14.000000	15.000000	1.992000	2.000000	2.000000	14.852000	14.000000	15.000000	4.000000	4.000000	4.000000	7.912000	7.000000	8.000000	1.640000	1.000000	2.000000	19.360000	17.000000	21.000000	23.008000	20.000000	25.000000	10.920000	10.000000	11.000000	12.448000	11.000000	14.000000	16.672000	15.000000	18.000000	15.556000	13.000000	17.000000	37.072000	34.000000	39.000000	35.136000	31.000000	39.000000	26.284000	23.000000	30.000000	29.264000	26.000000	32.000000	20.484000	19.000000	22.000000
231	15.320000	13.000000	17.000000	22.736000	19.000000	25.000000	22.440000	20.000000	25.000000	14.904000	14.000000	15.000000	1.992000	2.000000	2.000000	14.852000	14.000000	15.000000	4.000000	4.000000	4.000000	7.912000	7.000000	8.000000	1.640000	1.000000	2.000000	19.364000	17.000000	21.000000	23.016000	21.000000	25.000000	10.920000	10.000000	11.000000	12.456000	11.000000	14.000000	16.680000	15.000000	18.000000	15.564000	13.000000	17.000000	37.080000	34.000000	39.000000	35.180000	31.000000	39.000000	26.304000	23.000000	30.000000	29.276000	26.000000	32.000000	20.492000	19.000000	22.000000
232	15.344000	13.000000	17.000000	22.784000	19.000000	25.000000	22.472000	20.000000	25.000000	14.904000	14.000000	15.000000	1.992000	2.000000	2.000000	14.864000	14.000000	15.000000	4.000000	4.000000	4.000000	7.912000	7.000000	8.000000	1.640000	1.000000	2.000000	19.396000	17.000000	21.000000	23.048000	21.000000	25.000000	10.924000	10.000000	11.000000	12.488000	11.000000	14.000000	16.696000	15.000000	18.000000	15.580000	13.000000	17.000000	37.116000	34.000000	39.000000	35.244000	31.000000	39.000000	26.352000	23.000000	30.000000	29.328000	26.000000	32.000000	20.520000	19.000000	22.000000
233	15.352000	13.000000	17.000000	22.824000	19.000000	25.000000	22.484000	20.000000	25.000000	14.904000	14.000000	15.000000	1.992000	2.000000	2.000000	14.868000	14.000000	15.000000	4.000000	4.000000	4.000000	7.912000	7.000000	8.000000	1.644000	1.000000	2.000000	19.408000	17.000000	21.000000	23.068000	21.000000	25.000000	10.924000	10.000000	11.000000	12.496000	11.000000	14.000000	16.704000	15.000000	18.000000	15.596000	13.000000	17.000000	37.128000	34.000000	39.000000	35.296000	31.000000	39.000000	26.396000	23.000000	30.000000	29.360000	26.000000	32.000000	20.528000	19.000000	22.000000
