numsampled	0.03-FUN_ITS_1_10_S10_L001	lci-FUN_ITS_1_10_S10_L001	hci-FUN_ITS_1_10_S10_L001	0.03-FUN_ITS_1_15_S15_L001	lci-FUN_ITS_1_15_S15_L001	hci-FUN_ITS_1_15_S15_L001	0.03-FUN_ITS_1_1_S1_L001	lci-FUN_ITS_1_1_S1_L001	hci-FUN_ITS_1_1_S1_L001	0.03-FUN_ITS_1_20_S20_L001	lci-FUN_ITS_1_20_S20_L001	hci-FUN_ITS_1_20_S20_L001	0.03-FUN_ITS_1_23_S23_L001	lci-FUN_ITS_1_23_S23_L001	hci-FUN_ITS_1_23_S23_L001	0.03-FUN_ITS_1_25_S25_L001	lci-FUN_ITS_1_25_S25_L001	hci-FUN_ITS_1_25_S25_L001	0.03-FUN_ITS_1_28_S28_L001	lci-FUN_ITS_1_28_S28_L001	hci-FUN_ITS_1_28_S28_L001	0.03-FUN_ITS_1_30_S30_L001	lci-FUN_ITS_1_30_S30_L001	hci-FUN_ITS_1_30_S30_L001	0.03-FUN_ITS_1_31_S31_L001	lci-FUN_ITS_1_31_S31_L001	hci-FUN_ITS_1_31_S31_L001	0.03-FUN_ITS_1_33_S33_L001	lci-FUN_ITS_1_33_S33_L001	hci-FUN_ITS_1_33_S33_L001	0.03-FUN_ITS_1_35_S35_L001	lci-FUN_ITS_1_35_S35_L001	hci-FUN_ITS_1_35_S35_L001	0.03-FUN_ITS_1_3_S3_L001	lci-FUN_ITS_1_3_S3_L001	hci-FUN_ITS_1_3_S3_L001	0.03-FUN_ITS_1_40_S40_L001	lci-FUN_ITS_1_40_S40_L001	hci-FUN_ITS_1_40_S40_L001	0.03-FUN_ITS_1_47_S47_L001	lci-FUN_ITS_1_47_S47_L001	hci-FUN_ITS_1_47_S47_L001	0.03-FUN_ITS_1_51_S51_L001	lci-FUN_ITS_1_51_S51_L001	hci-FUN_ITS_1_51_S51_L001	0.03-FUN_ITS_1_56_S56_L001	lci-FUN_ITS_1_56_S56_L001	hci-FUN_ITS_1_56_S56_L001	0.03-FUN_ITS_1_57_S57_L001	lci-FUN_ITS_1_57_S57_L001	hci-FUN_ITS_1_57_S57_L001	0.03-FUN_ITS_1_58_S58_L001	lci-FUN_ITS_1_58_S58_L001	hci-FUN_ITS_1_58_S58_L001	0.03-FUN_ITS_1_59_S59_L001	lci-FUN_ITS_1_59_S59_L001	hci-FUN_ITS_1_59_S59_L001	0.03-FUN_ITS_1_5_S5_L001	lci-FUN_ITS_1_5_S5_L001	hci-FUN_ITS_1_5_S5_L001
347	16.848000	16.000000	17.000000	25.744000	24.000000	26.000000	24.672000	23.000000	25.000000	15.000000	15.000000	15.000000	2.000000	2.000000	2.000000	15.000000	15.000000	15.000000	4.000000	4.000000	4.000000	8.000000	8.000000	8.000000	1.960000	1.000000	2.000000	20.908000	20.000000	21.000000	25.620000	24.000000	26.000000	11.000000	11.000000	11.000000	13.848000	13.000000	14.000000	17.848000	17.000000	18.000000	16.848000	16.000000	17.000000	39.668000	38.000000	40.000000	41.092000	39.000000	42.000000	31.236000	29.000000	32.000000	32.560000	31.000000	33.000000	21.848000	21.000000	22.000000
348	16.848000	16.000000	17.000000	25.748000	24.000000	26.000000	24.688000	23.000000	25.000000	15.000000	15.000000	15.000000	2.000000	2.000000	2.000000	15.000000	15.000000	15.000000	4.000000	4.000000	4.000000	8.000000	8.000000	8.000000	1.960000	1.000000	2.000000	20.908000	20.000000	21.000000	25.640000	24.000000	26.000000	11.000000	11.000000	11.000000	13.848000	13.000000	14.000000	17.848000	17.000000	18.000000	16.848000	16.000000	17.000000	39.684000	38.000000	40.000000	41.132000	39.000000	42.000000	31.268000	29.000000	32.000000	32.580000	31.000000	33.000000	21.848000	21.000000	22.000000
349	16.848000	16.000000	17.000000	25.748000	24.000000	26.000000	24.692000	23.000000	25.000000	15.000000	15.000000	15.000000	2.000000	2.000000	2.000000	15.000000	15.000000	15.000000	4.000000	4.000000	4.000000	8.000000	8.000000	8.000000	1.960000	1.000000	2.000000	20.912000	20.000000	21.000000	25.644000	24.000000	26.000000	11.000000	11.000000	11.000000	13.848000	13.000000	14.000000	17.848000	17.000000	18.000000	16.848000	16.000000	17.000000	39.692000	38.000000	40.000000	41.164000	39.000000	42.000000	31.296000	29.000000	32.000000	32.592000	31.000000	33.000000	21.848000	21.000000	22.000000
350	16.852000	16.000000	17.000000	25.764000	24.000000	26.000000	24.708000	23.000000	25.000000	15.000000	15.000000	15.000000	2.000000	2.000000	2.000000	15.000000	15.000000	15.000000	4.000000	4.000000	4.000000	8.000000	8.000000	8.000000	1.960000	1.000000	2.000000	20.912000	20.000000	21.000000	25.668000	24.000000	26.000000	11.000000	11.000000	11.000000	13.852000	13.000000	14.000000	17.852000	17.000000	18.000000	16.852000	16.000000	17.000000	39.708000	38.000000	40.000000	41.200000	39.000000	42.000000	31.332000	29.000000	32.000000	32.616000	31.000000	33.000000	21.852000	21.000000	22.000000
351	16.864000	16.000000	17.000000	25.780000	24.000000	26.000000	24.724000	23.000000	25.000000	15.000000	15.000000	15.000000	2.000000	2.000000	2.000000	15.000000	15.000000	15.000000	4.000000	4.000000	4.000000	8.000000	8.000000	8.000000	1.964000	1.000000	2.000000	20.920000	20.000000	21.000000	25.684000	24.000000	26.000000	11.000000	11.000000	11.000000	13.864000	13.000000	14.000000	17.864000	17.000000	18.000000	16.864000	16.000000	17.000000	39.724000	38.000000	40.000000	41.232000	39.000000	42.000000	31.348000	29.000000	32.000000	32.632000	31.000000	33.000000	21.864000	21.000000	22.000000
352	16.868000	16.000000	17.000000	25.784000	25.000000	26.000000	24.732000	23.000000	25.000000	15.000000	15.000000	15.000000	2.000000	2.000000	2.000000	15.000000	15.000000	15.000000	4.000000	4.000000	4.000000	8.000000	8.000000	8.000000	1.964000	1.000000	2.000000	20.920000	20.000000	21.000000	25.692000	24.000000	26.000000	11.000000	11.000000	11.000000	13.868000	13.000000	14.000000	17.868000	17.000000	18.000000	16.868000	16.000000	17.000000	39.732000	38.000000	40.000000	41.260000	39.000000	42.000000	31.376000	29.000000	32.000000	32.640000	31.000000	33.000000	21.868000	21.000000	22.000000
353	16.872000	16.000000	17.000000	25.796000	25.000000	26.000000	24.748000	23.000000	25.000000	15.000000	15.000000	15.000000	2.000000	2.000000	2.000000	15.000000	15.000000	15.000000	4.000000	4.000000	4.000000	8.000000	8.000000	8.000000	1.968000	1.000000	2.000000	20.928000	20.000000	21.000000	25.708000	24.000000	26.000000	11.000000	11.000000	11.000000	13.872000	13.000000	14.000000	17.872000	17.000000	18.000000	16.872000	16.000000	17.000000	39.748000	38.000000	40.000000	41.296000	39.000000	42.000000	31.408000	30.000000	32.000000	32.656000	31.000000	33.000000	21.872000	21.000000	22.000000
354	16.888000	16.000000	17.000000	25.812000	25.000000	26.000000	24.764000	23.000000	25.000000	15.000000	15.000000	15.000000	2.000000	2.000000	2.000000	15.000000	15.000000	15.000000	4.000000	4.000000	4.000000	8.000000	8.000000	8.000000	1.968000	1.000000	2.000000	20.940000	20.000000	21.000000	25.724000	24.000000	26.000000	11.000000	11.000000	11.000000	13.888000	13.000000	14.000000	17.888000	17.000000	18.000000	16.888000	16.000000	17.000000	39.764000	38.000000	40.000000	41.332000	39.000000	42.000000	31.440000	30.000000	32.000000	32.676000	31.000000	33.000000	21.888000	21.000000	22.000000
355	16.892000	16.000000	17.000000	25.824000	25.000000	26.000000	24.776000	24.000000	25.000000	15.000000	15.000000	15.000000	2.000000	2.000000	2.000000	15.000000	15.000000	15.000000	4.000000	4.000000	4.000000	8.000000	8.000000	8.000000	1.968000	1.000000	2.000000	20.940000	20.000000	21.000000	25.736000	24.000000	26.000000	11.000000	11.000000	11.000000	13.892000	13.000000	14.000000	17.892000	17.000000	18.000000	16.892000	16.000000	17.000000	39.776000	39.000000	40.000000	41.352000	39.000000	42.000000	31.460000	30.000000	32.000000	32.692000	31.000000	33.000000	21.892000	21.000000	22.000000
356	16.900000	16.000000	17.000000	25.832000	25.000000	26.000000	24.784000	24.000000	25.000000	15.000000	15.000000	15.000000	2.000000	2.000000	2.000000	15.000000	15.000000	15.000000	4.000000	4.000000	4.000000	8.000000	8.000000	8.000000	1.976000	2.000000	2.000000	20.948000	20.000000	21.000000	25.748000	24.000000	26.000000	11.000000	11.000000	11.000000	13.900000	13.000000	14.000000	17.900000	17.000000	18.000000	16.900000	16.000000	17.000000	39.784000	39.000000	40.000000	41.400000	39.000000	42.000000	31.500000	30.000000	32.000000	32.716000	31.000000	33.000000	21.900000	21.000000	22.000000
357	16.904000	16.000000	17.000000	25.844000	25.000000	26.000000	24.792000	24.000000	25.000000	15.000000	15.000000	15.000000	2.000000	2.000000	2.000000	15.000000	15.000000	15.000000	4.000000	4.000000	4.000000	8.000000	8.000000	8.000000	1.976000	2.000000	2.000000	20.948000	20.000000	21.000000	25.756000	24.000000	26.000000	11.000000	11.000000	11.000000	13.904000	13.000000	14.000000	17.904000	17.000000	18.000000	16.904000	16.000000	17.000000	39.792000	39.000000	40.000000	41.436000	40.000000	42.000000	31.528000	30.000000	32.000000	32.724000	31.000000	33.000000	21.904000	21.000000	22.000000
358	16.920000	16.000000	17.000000	25.876000	25.000000	26.000000	24.820000	24.000000	25.000000	15.000000	15.000000	15.000000	2.000000	2.000000	2.000000	15.000000	15.000000	15.000000	4.000000	4.000000	4.000000	8.000000	8.000000	8.000000	1.980000	2.000000	2.000000	20.956000	20.000000	21.000000	25.788000	25.000000	26.000000	11.000000	11.000000	11.000000	13.920000	13.000000	14.000000	17.920000	17.000000	18.000000	16.920000	16.000000	17.000000	39.820000	39.000000	40.000000	41.492000	40.000000	42.000000	31.580000	30.000000	32.000000	32.756000	31.000000	33.000000	21.920000	21.000000	22.000000
359	16.924000	16.000000	17.000000	25.884000	25.000000	26.000000	24.832000	24.000000	25.000000	15.000000	15.000000	15.000000	2.000000	2.000000	2.000000	15.000000	15.000000	15.000000	4.000000	4.000000	4.000000	8.000000	8.000000	8.000000	1.980000	2.000000	2.000000	20.960000	20.000000	21.000000	25.800000	25.000000	26.000000	11.000000	11.000000	11.000000	13.924000	13.000000	14.000000	17.924000	17.000000	18.000000	16.924000	16.000000	17.000000	39.832000	39.000000	40.000000	41.528000	40.000000	42.000000	31.612000	30.000000	32.000000	32.772000	32.000000	33.000000	21.924000	21.000000	22.000000
360	16.932000	16.000000	17.000000	25.896000	25.000000	26.000000	24.844000	24.000000	25.000000	15.000000	15.000000	15.000000	2.000000	2.000000	2.000000	15.000000	15.000000	15.000000	4.000000	4.000000	4.000000	8.000000	8.000000	8.000000	1.980000	2.000000	2.000000	20.964000	20.000000	21.000000	25.816000	25.000000	26.000000	11.000000	11.000000	11.000000	13.932000	13.000000	14.000000	17.932000	17.000000	18.000000	16.932000	16.000000	17.000000	39.844000	39.000000	40.000000	41.596000	40.000000	42.000000	31.664000	30.000000	32.000000	32.800000	32.000000	33.000000	21.932000	21.000000	22.000000
361	16.936000	16.000000	17.000000	25.900000	25.000000	26.000000	24.852000	24.000000	25.000000	15.000000	15.000000	15.000000	2.000000	2.000000	2.000000	15.000000	15.000000	15.000000	4.000000	4.000000	4.000000	8.000000	8.000000	8.000000	1.980000	2.000000	2.000000	20.964000	20.000000	21.000000	25.824000	25.000000	26.000000	11.000000	11.000000	11.000000	13.936000	13.000000	14.000000	17.936000	17.000000	18.000000	16.936000	16.000000	17.000000	39.852000	39.000000	40.000000	41.644000	40.000000	42.000000	31.692000	30.000000	32.000000	32.808000	32.000000	33.000000	21.936000	21.000000	22.000000
362	16.944000	16.000000	17.000000	25.912000	25.000000	26.000000	24.872000	24.000000	25.000000	15.000000	15.000000	15.000000	2.000000	2.000000	2.000000	15.000000	15.000000	15.000000	4.000000	4.000000	4.000000	8.000000	8.000000	8.000000	1.984000	2.000000	2.000000	20.968000	20.000000	21.000000	25.848000	25.000000	26.000000	11.000000	11.000000	11.000000	13.944000	13.000000	14.000000	17.944000	17.000000	18.000000	16.944000	16.000000	17.000000	39.872000	39.000000	40.000000	41.688000	40.000000	42.000000	31.736000	30.000000	32.000000	32.836000	32.000000	33.000000	21.944000	21.000000	22.000000
363	16.952000	16.000000	17.000000	25.920000	25.000000	26.000000	24.888000	24.000000	25.000000	15.000000	15.000000	15.000000	2.000000	2.000000	2.000000	15.000000	15.000000	15.000000	4.000000	4.000000	4.000000	8.000000	8.000000	8.000000	1.988000	2.000000	2.000000	20.972000	20.000000	21.000000	25.864000	25.000000	26.000000	11.000000	11.000000	11.000000	13.952000	13.000000	14.000000	17.952000	17.000000	18.000000	16.952000	16.000000	17.000000	39.888000	39.000000	40.000000	41.728000	40.000000	42.000000	31.768000	30.000000	32.000000	32.852000	32.000000	33.000000	21.952000	21.000000	22.000000
364	16.952000	16.000000	17.000000	25.924000	25.000000	26.000000	24.892000	24.000000	25.000000	15.000000	15.000000	15.000000	2.000000	2.000000	2.000000	15.000000	15.000000	15.000000	4.000000	4.000000	4.000000	8.000000	8.000000	8.000000	1.988000	2.000000	2.000000	20.972000	20.000000	21.000000	25.868000	25.000000	26.000000	11.000000	11.000000	11.000000	13.952000	13.000000	14.000000	17.952000	17.000000	18.000000	16.952000	16.000000	17.000000	39.892000	39.000000	40.000000	41.752000	40.000000	42.000000	31.780000	30.000000	32.000000	32.856000	32.000000	33.000000	21.952000	21.000000	22.000000
365	16.952000	16.000000	17.000000	25.936000	25.000000	26.000000	24.908000	24.000000	25.000000	15.000000	15.000000	15.000000	2.000000	2.000000	2.000000	15.000000	15.000000	15.000000	4.000000	4.000000	4.000000	8.000000	8.000000	8.000000	1.988000	2.000000	2.000000	20.972000	20.000000	21.000000	25.888000	25.000000	26.000000	11.000000	11.000000	11.000000	13.952000	13.000000	14.000000	17.952000	17.000000	18.000000	16.952000	16.000000	17.000000	39.908000	39.000000	40.000000	41.796000	40.000000	42.000000	31.816000	30.000000	32.000000	32.876000	32.000000	33.000000	21.952000	21.000000	22.000000
366	16.960000	16.000000	17.000000	25.944000	25.000000	26.000000	24.920000	24.000000	25.000000	15.000000	15.000000	15.000000	2.000000	2.000000	2.000000	15.000000	15.000000	15.000000	4.000000	4.000000	4.000000	8.000000	8.000000	8.000000	1.988000	2.000000	2.000000	20.976000	21.000000	21.000000	25.900000	25.000000	26.000000	11.000000	11.000000	11.000000	13.960000	13.000000	14.000000	17.960000	17.000000	18.000000	16.960000	16.000000	17.000000	39.920000	39.000000	40.000000	41.836000	41.000000	42.000000	31.852000	31.000000	32.000000	32.892000	32.000000	33.000000	21.960000	21.000000	22.000000
367	16.968000	16.000000	17.000000	25.960000	25.000000	26.000000	24.944000	24.000000	25.000000	15.000000	15.000000	15.000000	2.000000	2.000000	2.000000	15.000000	15.000000	15.000000	4.000000	4.000000	4.000000	8.000000	8.000000	8.000000	1.988000	2.000000	2.000000	20.976000	21.000000	21.000000	25.932000	25.000000	26.000000	11.000000	11.000000	11.000000	13.968000	13.000000	14.000000	17.968000	17.000000	18.000000	16.968000	16.000000	17.000000	39.944000	39.000000	40.000000	41.888000	41.000000	42.000000	31.896000	31.000000	32.000000	32.928000	32.000000	33.000000	21.968000	21.000000	22.000000
368	16.976000	17.000000	17.000000	25.972000	25.000000	26.000000	24.968000	24.000000	25.000000	15.000000	15.000000	15.000000	2.000000	2.000000	2.000000	15.000000	15.000000	15.000000	4.000000	4.000000	4.000000	8.000000	8.000000	8.000000	1.992000	2.000000	2.000000	20.984000	21.000000	21.000000	25.960000	25.000000	26.000000	11.000000	11.000000	11.000000	13.976000	14.000000	14.000000	17.976000	18.000000	18.000000	16.976000	17.000000	17.000000	39.968000	39.000000	40.000000	41.936000	41.000000	42.000000	31.940000	31.000000	32.000000	32.960000	32.000000	33.000000	21.976000	22.000000	22.000000
